,title,artist,lyrics
14080,Lay Me Down,Adele,"Every part of me, all my words to hold"
14081,Lay Me Down,Adele,"And hold against me, why won't you let it be?"
14083,Lay Me Down,Adele,Don't you ever say my love opened up your heart
14084,Lay Me Down,Adele,No I'm not gonna do it standing up
14085,Lay Me Down,Adele,The words don't come out right when you're right in front of me
14086,Lay Me Down,Adele,"Help me baby, won't you turn off the lights"
14088,Lay Me Down,Adele,Lay me down ('til the morning)
14089,Lay Me Down,Adele,Lay me down (through the night)
14090,Lay Me Down,Adele,Lay me down (I can fall in)
14091,Lay Me Down,Adele,Lay me down (Won't you)
14092,Lay Me Down,Adele,Lay me down (I can baby)
14093,Lay Me Down,Adele,Lay me down (Someone believe me)
14094,Lay Me Down,Adele,Lay me down
14096,Lay Me Down,Adele,I would never break the rules unless you tell me to
14097,Lay Me Down,Adele,"You can read my mind, be it truth or lies"
14098,Lay Me Down,Adele,"Lie down beside me, why won't you let it be?"
14100,Lay Me Down,Adele,Don't you ever say my love opened up your heart
14101,Lay Me Down,Adele,No I'm not gonna do it standing up
14102,Lay Me Down,Adele,The words don't come out right when you're right in front of me
14103,Lay Me Down,Adele,"Help me baby, won't you turn off the lights"
14105,Lay Me Down,Adele,Lay me down ('til the morning)
14106,Lay Me Down,Adele,Lay me down (through the night)
14107,Lay Me Down,Adele,Lay me down (I can fall in)
14108,Lay Me Down,Adele,Lay me down (Won't you)
14109,Lay Me Down,Adele,Lay me down (I can baby)
14110,Lay Me Down,Adele,Lay me down (Someone believe me)
14111,Lay Me Down,Adele,Lay me down
14113,Lay Me Down,Adele,Lay down with me
14114,Lay Me Down,Adele,Lay down with me
14115,Lay Me Down,Adele,Lay down with me
14116,Lay Me Down,Adele,Lay down with me
14118,Lay Me Down,Adele,Words don't come out right when you're right in front of me
14119,Lay Me Down,Adele,"Help me baby, won't you turn off the lights"
14121,Lay Me Down,Adele,Lay me down ('til the morning)
14122,Lay Me Down,Adele,Lay me down (through the night)
14123,Lay Me Down,Adele,Lay me down (I can fall in)
14124,Lay Me Down,Adele,Lay me down (Won't you)
14125,Lay Me Down,Adele,Lay me down (I can baby)
14126,Lay Me Down,Adele,Lay me down (Someone believe me)
14127,Lay Me Down,Adele,Lay me down
14128,Can I Get It,Adele,Pave me a path to follow
14129,Can I Get It,Adele,And I'll tread any dangerous road
14130,Can I Get It,Adele,"I will beg and I'll steal, I will borrow"
14131,Can I Get It,Adele,"If I can make, if I can make your heart my home"
14133,Can I Get It,Adele,"Throw me to the water (yeah, yeah)"
14134,Can I Get It,Adele,I don't care how deep or shallow (yeah)
14135,Can I Get It,Adele,Because my heart can pound like thunder (yeah)
14136,Can I Get It,Adele,"And your love, and your love can set me free (yeah)"
14138,Can I Get It,Adele,I have promised I will love you 'til the end of time
14139,Can I Get It,Adele,"Through it all, the good, the bad, the ugly, and divine"
14140,Can I Get It,Adele,"I will be the melody, the rhythm, and your rhyme"
14141,Can I Get It,Adele,All I want is for you to be mine
14143,Can I Get It,Adele,So can I get it right now? Mh
14144,Can I Get It,Adele,Can I get it right now? (Can I get it?)
14145,Can I Get It,Adele,Can I get it right now?
14146,Can I Get It,Adele,Can I get it right now?
14147,Can I Get It,Adele,"Let me, let me just come and get it"
14149,Can I Get It,Adele,Can I get it?
14151,Can I Get It,Adele,You tease me with your control (yeah)
14152,Can I Get It,Adele,Because I long to live under your spell (yeah)
14153,Can I Get It,Adele,And without your love I'm hollow (yeah)
14154,Can I Get It,Adele,"I won't make it, I won't make it on my own (yeah)"
14156,Can I Get It,Adele,I have promised I will love you 'til the end of time (end of time)
14157,Can I Get It,Adele,"Through it all, the good, the bad, the ugly, and divine (the divine)"
14158,Can I Get It,Adele,"I will be the melody, the rhythm, and your rhyme (mhm)"
14159,Can I Get It,Adele,All I want is for you to be mine
14161,Can I Get It,Adele,So can I get it right now? Mh
14162,Can I Get It,Adele,Can I get it right now? (Can I get it?)
14163,Can I Get It,Adele,Can I get it right now?
14164,Can I Get It,Adele,Can I get it right now?
14165,Can I Get It,Adele,"Let me, let me just come and get it"
14167,Can I Get It,Adele,Can I get it?
14169,Can I Get It,Adele,When will you run with me?
14170,Can I Get It,Adele,Like I know you wanna?
14171,Can I Get It,Adele,"(Like you want to, like you want)"
14172,Can I Get It,Adele,You're the one for me
14173,Can I Get It,Adele,And I'm counting on you (on you)
14174,Can I Get It,Adele,To put the pieces of me back together
14176,Can I Get It,Adele,So can I get it right now? Mh
14177,Can I Get It,Adele,Can I get it right now? Mhm
14178,Can I Get It,Adele,Can I get it right now?
14179,Can I Get It,Adele,Can I get it right now?
14180,Can I Get It,Adele,"Let me, let me just come and get it"
14181,Remedy,Adele,I remember all of the things that I thought I wanted to be
14182,Remedy,Adele,So desperate to find a way out of my world and finally breathe
14183,Remedy,Adele,Right before my eyes I saw that my heart it came to life
14184,Remedy,Adele,This ain't easy it's not meant to be
14185,Remedy,Adele,Every story has its scars
14187,Remedy,Adele,But when the pain cuts you deep
14188,Remedy,Adele,When the night keeps you from sleeping
14189,Remedy,Adele,Just look and you will see
14190,Remedy,Adele,That I will be your remedy
14191,Remedy,Adele,When the world seems so cruel
14192,Remedy,Adele,And your heart makes you feel like a fool
14193,Remedy,Adele,I promise you will see
14194,Remedy,Adele,"That I will be, I will be your remedy"
14196,Remedy,Adele,No river is too wide or too deep for me to swim to you
14197,Remedy,Adele,Come whatever I'll be the shelter that won't let the rain come through
14198,Remedy,Adele,"Your love, it is my truth"
14199,Remedy,Adele,And I will always love you
14200,Remedy,Adele,Love you
14202,Remedy,Adele,When the pain cuts you deep
14203,Remedy,Adele,When the night keeps you from sleeping
14204,Remedy,Adele,Just look and you will see
14205,Remedy,Adele,That I will be your remedy
14206,Remedy,Adele,When the world seems so cruel
14207,Remedy,Adele,And your heart makes you feel like a fool
14208,Remedy,Adele,I promise you will see
14209,Remedy,Adele,"That I will be, I will be your remedy, oh"
14211,Remedy,Adele,When the pain cuts you deep
14212,Remedy,Adele,When the night keeps you from sleeping
14213,Remedy,Adele,Just look and you will see
14214,Remedy,Adele,"I will be, I will be"
14215,Remedy,Adele,When the world seems so cruel
14216,Remedy,Adele,And your heart makes you feel like a fool
14217,Remedy,Adele,I promise you will see
14218,Remedy,Adele,"That I will be, I will be, I will be"
14219,Remedy,Adele,"Your remedy, mmm hmm, mmm hmm"
14220,Turning Tables,Adele,Close enough to start a war
14221,Turning Tables,Adele,All that I have is on the floor
14222,Turning Tables,Adele,God only knows what we're fighting for
14223,Turning Tables,Adele,"All that I say, you always say more"
14225,Turning Tables,Adele,I can't keep up with your turning tables
14226,Turning Tables,Adele,"Under your thumb, I can't breathe"
14228,Turning Tables,Adele,So I won't let you close enough to hurt me
14229,Turning Tables,Adele,"No, I won't ask you, you to just desert me"
14230,Turning Tables,Adele,"I can't give you, what you think you gave me"
14231,Turning Tables,Adele,It's time to say goodbye to turning tables
14232,Turning Tables,Adele,To turning tables
14234,Turning Tables,Adele,Under haunted skies I see you
14235,Turning Tables,Adele,"Where love is lost, your ghost is found"
14236,Turning Tables,Adele,I braved a hundred storms to leave you
14237,Turning Tables,Adele,"As hard as you try, no I will never be knocked down"
14239,Turning Tables,Adele,I can't keep up with your turning tables
14240,Turning Tables,Adele,"Under your thumb, I can't breathe"
14242,Turning Tables,Adele,"So I won't let you close enough to hurt me, no"
14243,Turning Tables,Adele,"I won't ask you, you to just desert me"
14244,Turning Tables,Adele,"I can't give you, what you think you gave me"
14245,Turning Tables,Adele,It's time to say goodbye to turning tables
14246,Turning Tables,Adele,Turning tables
14248,Turning Tables,Adele,Next time I'll be braver
14249,Turning Tables,Adele,I'll be my own savior
14250,Turning Tables,Adele,When the thunder calls for me
14251,Turning Tables,Adele,Next time I'll be braver
14252,Turning Tables,Adele,I'll be my own savior
14253,Turning Tables,Adele,Standing on my own two feet
14255,Turning Tables,Adele,"I won't let you close enough to hurt me, no"
14256,Turning Tables,Adele,"I won't ask you, you to just desert me"
14257,Turning Tables,Adele,"I can't give you, what you think you gave me"
14258,Turning Tables,Adele,It's time to say goodbye to turning tables
14259,Turning Tables,Adele,To turning tables
14260,Turning Tables,Adele,"Turning tables, yeah"
14261,Turning Tables,Adele,Turning oh
14262,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,You said I'm stubborn and I never give in
14263,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I think you're stubborn 'cept you're always softening
14264,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"You say I'm selfish, I agree with you on that"
14265,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I think you're giving out in way too much in fact
14266,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I say we've only known each other a year
14267,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,You say I've known you longer my dear
14268,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"You like to be so close, I like to be alone"
14269,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I like to sit on chairs and you prefer the floor
14270,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"Walking with each other, "
14271,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"Think we'll never match at all, but we do"
14272,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"But we do, but we do, but we do"
14274,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"I thought I knew myself, somehow you know me more"
14275,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"I've never known this, never before"
14276,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,You're the first to make up whenever we argue
14277,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I don't know who I'd be if I didn't know you
14278,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"You're so provocative, I'm so conservative"
14279,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"You're so adventurous, I'm so very cautious, combining"
14280,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"You think we would and we do, "
14281,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"But we do, but we do, but we do"
14283,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"Favoritism ain't my thing but,"
14284,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,In this situation I'll be glad
14286,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"Favoritism ain't my thing but, "
14287,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,In this situation I'll be glad to make an exception
14289,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,You said I'm stubborn and I never give in
14290,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I think you're stubborn 'cept you're always softening
14291,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"You say I'm selfish, I agree with you on that"
14292,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I think you're giving out in way too much in fact
14293,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I say we've only known each other one year
14294,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,You say I've known you longer my dear
14295,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"You like to be so close, I like to be alone"
14296,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,I like to sit on chairs and you prefer the floor
14297,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"Walking with each other, "
14298,"My Same [Live at Bimbos, San Francisco] [North American Tour Film] [Liv",Adele,"Think we'll never match at all, but we do"
14299,Don't Get Me Started,Adele,Don't get me started on being retarded
14300,Don't Get Me Started,Adele,Don't make me go off on being disappointed 
14301,Don't Get Me Started,Adele,Don't care if you drive slow in the fast lane
14302,Don't Get Me Started,Adele,As long as you stay on top of your own game
14303,Don't Get Me Started,Adele,"Get out of here, don't mess up my place"
14304,Don't Get Me Started,Adele,"You're crashing my party, hey, it's my place"
14305,Don't Get Me Started,Adele,"Hey you, it's my time to speak"
14306,Don't Get Me Started,Adele,So shut up when you're talking to me
14307,Don't Get Me Started,Adele,Don't get me started
14308,Don't Get Me Started,Adele,"Well now, you did"
14310,Don't Get Me Started,Adele,I wasn't gonna say it but I'll say it anyway
14311,Don't Get Me Started,Adele,"I've had it up to here, what you're doing just annoys me"
14312,Don't Get Me Started,Adele,I'm gathering my bag 'cause I don't know where I'm coming from
14313,Don't Get Me Started,Adele,Twenty years of hate made bitterness inside me
14314,Don't Get Me Started,Adele,"Don't get me started, don't get me started"
14315,Don't Get Me Started,Adele,I ain't got all day
14317,Don't Get Me Started,Adele,Don't wanna hear about people with nothing
14318,Don't Get Me Started,Adele,"No brains, no class, thinking they're something"
14319,Don't Get Me Started,Adele,I'd rather be the one who speaks out now
14320,Don't Get Me Started,Adele,"Or forever hold my peace, couldn't do that anyhow "
14321,Don't Get Me Started,Adele,Made me hate the people that look at me funny
14322,Don't Get Me Started,Adele,I get in your face if you try to tag me
14323,Don't Get Me Started,Adele,Even though I am one of the haters
14324,Don't Get Me Started,Adele,Doesn't mean I will listen to you
14325,Don't Get Me Started,Adele,Just don't get me started
14326,Don't Get Me Started,Adele,"Well now, you did"
14328,Don't Get Me Started,Adele,I wasn't gonna say it but I'll say it anyway
14329,Don't Get Me Started,Adele,"I've had it up to here, what you're doing just annoys me"
14330,Don't Get Me Started,Adele,I'm gathering my bag 'cause I don't know where I'm coming from
14331,Don't Get Me Started,Adele,Twenty years of hate made bitterness inside me
14332,Don't Get Me Started,Adele,"Don't get me started, don't get me started"
14333,Don't Get Me Started,Adele,I ain't got all day
14335,Don't Get Me Started,Adele,"I see you, you see nothing"
14336,Don't Get Me Started,Adele,"You ain't got tack, I got something in me"
14337,Don't Get Me Started,Adele,And it ain't pretty
14338,Don't Get Me Started,Adele,"'Cause I read, you read nothing"
14339,Don't Get Me Started,Adele,"And nothing boy, is what I'm offering to you"
14340,Don't Get Me Started,Adele,And here's how you read it
14341,Don't Get Me Started,Adele,Just don't get me started
14342,Don't Get Me Started,Adele,"Well now, you did"
14344,Don't Get Me Started,Adele,I wasn't gonna say it but I'll say it anyway
14345,Don't Get Me Started,Adele,"I've had it up to here, what you're doing just annoys me"
14346,Don't Get Me Started,Adele,I'm gathering my bag 'cause I don't know where I'm coming from
14347,Don't Get Me Started,Adele,Twenty years of hate made bitterness inside me
14348,Don't Get Me Started,Adele,"Don't get me started, don't get me started"
14349,Don't Get Me Started,Adele,I ain't got all day
14351,Don't Get Me Started,Adele,I ain't got all day
14352,When We Were Young,Adele,Everybody loves the things you do
14353,When We Were Young,Adele,From the way you talk
14354,When We Were Young,Adele,To the way you move
14355,When We Were Young,Adele,Everybody here is watching you
14356,When We Were Young,Adele,'Cause you feel like home
14357,When We Were Young,Adele,You're like a dream come true
14358,When We Were Young,Adele,But if by chance you're here alone
14359,When We Were Young,Adele,Can I have a moment
14360,When We Were Young,Adele,Before I go?
14361,When We Were Young,Adele,'Cause I've been by myself all night long
14362,When We Were Young,Adele,Hoping you're someone I used to know
14364,When We Were Young,Adele,You look like a movie
14365,When We Were Young,Adele,You sound like a song
14366,When We Were Young,Adele,"My God, this reminds me"
14367,When We Were Young,Adele,Of when we were young
14369,When We Were Young,Adele,Let me photograph you in this light
14370,When We Were Young,Adele,In case it is the last time
14371,When We Were Young,Adele,That we might be exactly like we were
14372,When We Were Young,Adele,Before we realized
14373,When We Were Young,Adele,We were sad of getting old
14374,When We Were Young,Adele,It made us restless
14375,When We Were Young,Adele,It was just like a movie
14376,When We Were Young,Adele,It was just like a song
14378,When We Were Young,Adele,I was so scared to face my fears
14379,When We Were Young,Adele,Nobody told me that you'd be here
14380,When We Were Young,Adele,And I swear you moved overseas
14381,When We Were Young,Adele,"That's what you said, when you left me"
14383,When We Were Young,Adele,You still look like a movie
14384,When We Were Young,Adele,You still sound like a song
14385,When We Were Young,Adele,"My God, this reminds me"
14386,When We Were Young,Adele,Of when we were young
14388,When We Were Young,Adele,Let me photograph you in this light
14389,When We Were Young,Adele,In case it is the last time
14390,When We Were Young,Adele,That we might be exactly like we were
14391,When We Were Young,Adele,Before we realized
14392,When We Were Young,Adele,We were sad of getting old
14393,When We Were Young,Adele,It made us restless
14394,When We Were Young,Adele,It was just like a movie
14395,When We Were Young,Adele,It was just like a song
14397,When We Were Young,Adele,When we were young
14398,When We Were Young,Adele,When we were young
14399,When We Were Young,Adele,When we were young
14400,When We Were Young,Adele,When we were young
14402,When We Were Young,Adele,It's hard to admit that
14403,When We Were Young,Adele,Everything just takes me back
14404,When We Were Young,Adele,To when you were there
14405,When We Were Young,Adele,To when you were there
14406,When We Were Young,Adele,And a part of me keeps holding on
14407,When We Were Young,Adele,Just in case it hasn't gone
14408,When We Were Young,Adele,I guess I still care
14409,When We Were Young,Adele,Do you still care?
14411,When We Were Young,Adele,It was just like a movie
14412,When We Were Young,Adele,It was just like a song
14413,When We Were Young,Adele,"My God, this reminds me"
14414,When We Were Young,Adele,Of when we were young
14416,When We Were Young,Adele,When we were young
14417,When We Were Young,Adele,When we were young
14418,When We Were Young,Adele,When we were young
14419,When We Were Young,Adele,When we were young
14421,When We Were Young,Adele,Let me photograph you in this light
14422,When We Were Young,Adele,In case it is the last time
14423,When We Were Young,Adele,That we might be exactly like we were
14424,When We Were Young,Adele,Before we realized
14425,When We Were Young,Adele,We were sad of getting old
14426,When We Were Young,Adele,It made us restless
14427,When We Were Young,Adele,"Oh, I'm so mad I'm getting old"
14428,When We Were Young,Adele,It makes me reckless
14429,When We Were Young,Adele,It was just like a movie
14430,When We Were Young,Adele,It was just like a song
14431,When We Were Young,Adele,When we were young
14432,Another Love,Adele,Do you think of me when you lay with her?
14433,Another Love,Adele,Do you wonder who we'd be
14434,Another Love,Adele,Or even who we were?
14435,Another Love,Adele,Does she know where you sleep
14436,Another Love,Adele,When you're holding me?
14437,Another Love,Adele,In the ...
14438,Steady As She Goes,Adele,Find yourself a girl and settle down
14439,Steady As She Goes,Adele,Live a simple life in a quiet town
14441,Steady As She Goes,Adele,Steady as she goes
14442,Steady As She Goes,Adele,Steady as she goes
14443,Steady As She Goes,Adele,So steady as she goes
14445,Steady As She Goes,Adele,Your friends hav...
14446,Best for Last,Adele,"Wait, do you see my heart on my sleeve?"
14447,Best for Last,Adele,It's been there for days on end and
14448,Best for Last,Adele,It's been waiting for you to open up
14449,Best for Last,Adele,"Yours too baby, come on now"
14450,Best for Last,Adele,I'm trying to tell you just how
14451,Best for Last,Adele,I'd like to hear the words roll out of your mouth finally
14452,Best for Last,Adele,Say that it's always been me
14454,Best for Last,Adele,That's made you feel the way you've never felt before
14455,Best for Last,Adele,And I'm all you need and that you never want more
14456,Best for Last,Adele,Then you'd say all of the right things without a clue
14457,Best for Last,Adele,But you'd save the best for last
14458,Best for Last,Adele,Like I'm the one for you
14460,Best for Last,Adele,You should know that you're just a temporary fix
14461,Best for Last,Adele,This is not rooted with you it don't mean that much to me
14462,Best for Last,Adele,Oh just a filler in the space that happened to be free
14463,Best for Last,Adele,How dare you think you'd get away with trying to play me
14465,Best for Last,Adele,Why is it every time I think I've tried my hardest
14466,Best for Last,Adele,It turns out it ain't enough
14467,Best for Last,Adele,You're still not mentioning love
14468,Best for Last,Adele,What am I supposed to do to make you want me properly?
14469,Best for Last,Adele,I'm taking these chances and getting nowhere
14470,Best for Last,Adele,And though I'm trying my hardest you go back to her
14471,Best for Last,Adele,And I think that I know things may never change
14472,Best for Last,Adele,I'm still hoping one day I might hear you say
14474,Best for Last,Adele,I make you feel the way you've never felt before
14475,Best for Last,Adele,And I'm all you need and that you never want more
14476,Best for Last,Adele,Then you'd say all of the right things without a clue
14477,Best for Last,Adele,But you'd save the best for last
14478,Best for Last,Adele,Like I'm the one for you
14480,Best for Last,Adele,You should know that you're just a temporary fix
14481,Best for Last,Adele,This is not rooted with you it don't mean that much to me
14482,Best for Last,Adele,Oh just a filler in the space that happened to be free
14483,Best for Last,Adele,How dare you think you'd get away with trying to play me
14485,Best for Last,Adele,"But, despite the truth that I know"
14486,Best for Last,Adele,I find it hard to let go and give up on you
14487,Best for Last,Adele,Seems I love the things you do
14488,Best for Last,Adele,Like the meaner you treat me the more eager I am
14489,Best for Last,Adele,To persist with this heartbreak and running around
14490,Best for Last,Adele,And I will do until I'm finding myself you
14492,Best for Last,Adele,And make you feel a way you've never felt before
14493,Best for Last,Adele,And be all you need so that you never want more
14494,Best for Last,Adele,And you'll say all of the right things without a clue
14495,Best for Last,Adele,And you'll be the one for me and me the one for you
14496,Rolling In The Deep,Adele,There's a fire starting in my heart
14497,Rolling In The Deep,Adele,Reaching a fever pitch and it's bringing me out the dark
14498,Rolling In The Deep,Adele,Finally I can see you crystal clear
14499,Rolling In The Deep,Adele,Go 'head and sell me out and I'll lay your ship bare
14500,Rolling In The Deep,Adele,See how I leave with every piece of you
14501,Rolling In The Deep,Adele,Don't underestimate the things that I will do
14502,Rolling In The Deep,Adele,There's a fire starting in my heart
14503,Rolling In The Deep,Adele,Reaching a fever pitch and its bringing me out the dark
14505,Rolling In The Deep,Adele,The scars of your love remind me of us
14506,Rolling In The Deep,Adele,They keep me thinking that we almost had it all
14507,Rolling In The Deep,Adele,"The scars of your love they leave me breathless, I can't help feeling"
14508,Rolling In The Deep,Adele,We could have had it all (you're gonna wish you never had met me)
14509,Rolling In The Deep,Adele,"Rolling in the deep (Tears are gonna fall, rolling in the deep)"
14510,Rolling In The Deep,Adele,You had my heart inside of your hand (you're gonna wish you never had met me)
14511,Rolling In The Deep,Adele,"And you played it to the beat (tears are gonna fall, rolling in the deep)"
14513,Rolling In The Deep,Adele,Baby I have no story to be told
14514,Rolling In The Deep,Adele,But I've heard one on you and I'm gonna make your head burn
14515,Rolling In The Deep,Adele,Think of me in the depths of your despair
14516,Rolling In The Deep,Adele,Making a home down there 'cause mine sure won't be shared
14518,Rolling In The Deep,Adele,The scars of your love remind me of us (you're gonna wish you never had met me)
14519,Rolling In The Deep,Adele,"They keep me thinking that we almost had it all (tears are gonna fall, rolling in the deep)"
14520,Rolling In The Deep,Adele,"The scars of your love they leave me breathless, I can't help feeling"
14521,Rolling In The Deep,Adele,We could have had it all (you're gonna wish you never had met me)
14522,Rolling In The Deep,Adele,"Rolling in the deep (tears are gonna fall, rolling in the deep)"
14523,Rolling In The Deep,Adele,You had my heart inside of your hand (you're gonna wish you never had met me)
14524,Rolling In The Deep,Adele,"And you played it to the beat (tears are gonna fall, rolling in the deep)"
14526,Rolling In The Deep,Adele,We could've had it all
14527,Rolling In The Deep,Adele,Rolling in the deep
14528,Rolling In The Deep,Adele,You had my heart inside your hand
14529,Rolling In The Deep,Adele,But you played it with a beating
14531,Rolling In The Deep,Adele,Throw your soul through every open door
14532,Rolling In The Deep,Adele,Count your blessings to find what you look for
14533,Rolling In The Deep,Adele,Turned my sorrow into treasured gold
14534,Rolling In The Deep,Adele,You pay me back in kind and reap just what you sow
14536,Rolling In The Deep,Adele,(You're gonna wish you never had met me) We could've had it all
14537,Rolling In The Deep,Adele,"We could've had it all (tears are gonna fall, rolling in the deep)"
14538,Rolling In The Deep,Adele,"It all, it all, it all, (you're gonna wish you never had met me)"
14539,Rolling In The Deep,Adele,We could have had it all (you're gonna wish you never had met me)
14540,Rolling In The Deep,Adele,"Rolling in the deep (tears are gonna fall, rolling in the deep)"
14541,Rolling In The Deep,Adele,You had my heart inside of your hand (you're gonna wish you never had met me)
14542,Rolling In The Deep,Adele,"And you played it to the beat (tears are gonna fall, rolling in the deep)"
14544,Rolling In The Deep,Adele,We could've had it all (You're gonna wish you never had met me)
14545,Rolling In The Deep,Adele,"Rolling in the deep (Tears are gonna fall, rolling in the deep)"
14546,Rolling In The Deep,Adele,You had my heart inside your hand (You're gonna wish you never had met me)
14547,Rolling In The Deep,Adele,"But you played it, you played it, you played it, you played it"
14548,Rolling In The Deep,Adele,To the beat
14549,Best For Last,Adele,"Wait, do you see my heart on my sleeve?"
14550,Best For Last,Adele,It's been there for days on end and
14551,Best For Last,Adele,It's been waiting for you to open up
14552,Best For Last,Adele,"Yours too baby, come on now"
14553,Best For Last,Adele,I'm trying to tell you just how
14554,Best For Last,Adele,I'd like to hear the words roll out of your mouth finally
14555,Best For Last,Adele,Say that it's always been me
14557,Best For Last,Adele,That's made you feel the way you've never felt before
14558,Best For Last,Adele,And I'm all you need and that you never want more
14559,Best For Last,Adele,Then you'd say all of the right things without a clue
14560,Best For Last,Adele,But you'd save the best for last
14561,Best For Last,Adele,Like I'm the one for you
14563,Best For Last,Adele,You should know that you're just a temporary fix
14564,Best For Last,Adele,This is not rooted with you it don't mean that much to me
14565,Best For Last,Adele,Oh just a filler in the space that happened to be free
14566,Best For Last,Adele,How dare you think you'd get away with trying to play me
14568,Best For Last,Adele,Why is it every time I think I've tried my hardest
14569,Best For Last,Adele,It turns out it ain't enough
14570,Best For Last,Adele,You're still not mentioning love
14571,Best For Last,Adele,What am I supposed to do to make you want me properly?
14572,Best For Last,Adele,I'm taking these chances and getting nowhere
14573,Best For Last,Adele,And though I'm trying my hardest you go back to her
14574,Best For Last,Adele,And I think that I know things may never change
14575,Best For Last,Adele,I'm still hoping one day I might hear you say
14577,Best For Last,Adele,I make you feel the way you've never felt before
14578,Best For Last,Adele,And I'm all you need and that you never want more
14579,Best For Last,Adele,Then you'd say all of the right things without a clue
14580,Best For Last,Adele,But you'd save the best for last
14581,Best For Last,Adele,Like I'm the one for you
14583,Best For Last,Adele,You should know that you're just a temporary fix
14584,Best For Last,Adele,This is not rooted with you it don't mean that much to me
14585,Best For Last,Adele,Oh just a filler in the space that happened to be free
14586,Best For Last,Adele,How dare you think you'd get away with trying to play me
14588,Best For Last,Adele,"But, despite the truth that I know"
14589,Best For Last,Adele,I find it hard to let go and give up on you
14590,Best For Last,Adele,Seems I love the things you do
14591,Best For Last,Adele,Like the meaner you treat me the more eager I am
14592,Best For Last,Adele,To persist with this heartbreak and running around
14593,Best For Last,Adele,And I will do until I'm finding myself you
14595,Best For Last,Adele,And make you feel a way you've never felt before
14596,Best For Last,Adele,And be all you need so that you never want more
14597,Best For Last,Adele,And you'll say all of the right things without a clue
14598,Best For Last,Adele,And you'll be the one for me and me the one for you
14599,Cold Shoulder,Adele,You say it's all in my head
14600,Cold Shoulder,Adele,And the things I think just don't make sense
14601,Cold Shoulder,Adele,So where you been then? Don't go all coy
14602,Cold Shoulder,Adele,Don't turn it round on me like it's my fault
14603,Cold Shoulder,Adele,See I can see that look in your eyes
14604,Cold Shoulder,Adele,The one that shoots me each and every time
14606,Cold Shoulder,Adele,You grace me with your cold shoulder
14607,Cold Shoulder,Adele,Whenever you look at me I wish I was her
14608,Cold Shoulder,Adele,You shower me with words made of knives
14609,Cold Shoulder,Adele,Whenever you look at me I wish I was her
14611,Cold Shoulder,Adele,These days when I see you
14612,Cold Shoulder,Adele,You make it look like I'm see-through
14613,Cold Shoulder,Adele,Do tell me why you waste our time
14614,Cold Shoulder,Adele,"When your heart ain't in it, and you're not satisfied"
14615,Cold Shoulder,Adele,You know I know just how you feel
14616,Cold Shoulder,Adele,I'm starting to find myself feeling that way too
14618,Cold Shoulder,Adele,When you grace me with your cold shoulder
14619,Cold Shoulder,Adele,Whenever you look at me I wish I was her
14620,Cold Shoulder,Adele,You shower me with words made of knives
14621,Cold Shoulder,Adele,Whenever you look at me I wish I was her
14623,Cold Shoulder,Adele,"Time and time again, I play the role of fool"
14624,Cold Shoulder,Adele,(Just for you)
